GeneSymbol	#tax_id	GeneID	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
LIMS2	9606	55679	-	LGMD2W|MDRCMTT|PINCH-2|PINCH2	MIM:607908|HGNC:HGNC:16084|Ensembl:ENSG00000072163|AllianceGenome:HGNC:16084	2	2q14.3	LIM zinc finger domain containing 2	protein-coding	LIMS2	LIM zinc finger domain containing 2	O	LIM and senescent cell antigen-like-containing domain protein 2|ILK-binding protein|LIM and senescent cell antigen-like domains 2|LIM-type zinc finger domains 2|particularly interesting new Cys-His protein 2	20250503	-
LINC00261	9606	140828	-	ALIEN|C20orf56|DEANR1|FALCOR|HCCDR1|LCAL62|NCRNA00261|TCONS_00027846|onco-lncRNA-17	MIM:618518|HGNC:HGNC:16189|Ensembl:ENSG00000259974|AllianceGenome:HGNC:16189	20	20p11.21	long intergenic non-protein coding RNA 261	ncRNA	LINC00261	long intergenic non-protein coding RNA 261	O	Foxa2-adjacent long noncoding RNA|definitive endoderm-associated long non-coding RNA 1|hepatocellular carcinoma down-regulated RNA 1	20250304	-
LINC00667	9606	339290	-	lncOCMRL1	HGNC:HGNC:27906|Ensembl:ENSG00000263753|AllianceGenome:HGNC:27906	18	18p11.31	long intergenic non-protein coding RNA 667	ncRNA	LINC00667	long intergenic non-protein coding RNA 667	O	oral squamous cell carcinoma metastasis-related lncRNA 1	20250304	-
LINC00958	9606	100506305	-	BLACAT2	MIM:618335|HGNC:HGNC:48671|Ensembl:ENSG00000251381|AllianceGenome:HGNC:48671	11	11p15.3	long intergenic non-protein coding RNA 958	ncRNA	LINC00958	long intergenic non-protein coding RNA 958	O	CTC-497E21.4	20250304	-
LINC01116	9606	375295	-	TALNEC2	HGNC:HGNC:49259|Ensembl:ENSG00000163364|AllianceGenome:HGNC:49259	2	2q31.1	long intergenic non-protein coding RNA 1116	ncRNA	LINC01116	long intergenic non-protein coding RNA 1116	O	Tumor associated lncRNA expressed in chromosome 2	20250304	-
LINC01765	9606	105378916	-	-	HGNC:HGNC:52555|AllianceGenome:HGNC:52555	1	1p13.2	long intergenic non-protein coding RNA 1765	ncRNA	LINC01765	long intergenic non-protein coding RNA 1765	O	-	20250304	-
LINC02381	9606	400043	-	HMS|lncEPAT	MIM:620723|HGNC:HGNC:53304|Ensembl:ENSG00000250742|AllianceGenome:HGNC:53304	12	12q13.13	long intergenic non-protein coding RNA 2381	ncRNA	LINC02381	long intergenic non-protein coding RNA 2381	O	EGFR pathway-activated transcript|HOXC10 mRNA stabilizing factor	20250304	-
LINGO2	9606	158038	-	LERN3|LRRN6C	MIM:609793|HGNC:HGNC:21207|Ensembl:ENSG00000174482|AllianceGenome:HGNC:21207	9	9p21.2-p21.1	leucine rich repeat and Ig domain containing 2	protein-coding	LINGO2	leucine rich repeat and Ig domain containing 2	O	leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2|leucine rich repeat neuronal 6C|leucine-rich repeat neuronal protein 3|leucine-rich repeat neuronal protein 6C	20250503	-
LITAF	9606	9516	-	PIG7|SIMPLE|TP53I7	MIM:603795|HGNC:HGNC:16841|Ensembl:ENSG00000189067|AllianceGenome:HGNC:16841	16	16p13.13	lipopolysaccharide induced TNF factor	protein-coding	LITAF	lipopolysaccharide induced TNF factor	O	lipopolysaccharide-induced tumor necrosis factor-alpha factor|LPS-induced TNF-alpha factor|lipopolysaccharide-induced TNF-alpha factor|p53-induced gene 7 protein|small integral membrane protein of lysosome/late endosome|small integral membrane protein of the late endosome|tumor protein p53 inducible protein 7	20250503	-
LIX1L	9606	128077	-	-	HGNC:HGNC:28715|Ensembl:ENSG00000271601|AllianceGenome:HGNC:28715	1	1q21.1	limb and CNS expressed 1 like	protein-coding	LIX1L	limb and CNS expressed 1 like	O	LIX1-like protein|Lix1 homolog-like	20250503	-
LLGL2	9606	3993	-	HGL|Hugl-2|LGL2	MIM:618483|HGNC:HGNC:6629|Ensembl:ENSG00000073350|AllianceGenome:HGNC:6629	17	17q25.1	LLGL scribble cell polarity complex component 2	protein-coding	LLGL2	LLGL scribble cell polarity complex component 2	O	LLGL scribble cell polarity complex component 2|LLGL2, scribble cell polarity complex component|human giant larvae homolog|lethal giant larvae homolog 2, scribble cell polarity complex component|lethal(2) giant larvae protein homolog 2	20250503	-
LMCD1	9606	29995	-	-	MIM:604859|HGNC:HGNC:6633|Ensembl:ENSG00000071282|AllianceGenome:HGNC:6633	3	3p25.3	LIM and cysteine rich domains 1	protein-coding	LMCD1	LIM and cysteine rich domains 1	O	LIM and cysteine-rich domains protein 1|dyxin	20250503	-
LMNB1	9606	4001	-	ADLD|ADLDAT|LMN|LMN2|LMNB|MCPH26	MIM:150340|HGNC:HGNC:6637|Ensembl:ENSG00000113368|AllianceGenome:HGNC:6637	5	5q23.2	lamin B1	protein-coding	LMNB1	lamin B1	O	lamin-B1	20250503	-
LMNB2	9606	84823	-	EPM9|LAMB2|LMN2|MCPH27	MIM:150341|HGNC:HGNC:6638|Ensembl:ENSG00000176619|AllianceGenome:HGNC:6638	19	19p13.3	lamin B2	protein-coding	LMNB2	lamin B2	O	lamin-B2|epididymis secretory sperm binding protein|lamin B3	20250503	-
LMOD1	9606	25802	-	1D|64kD|D1|MMIHS3|SM-LMOD|SMLMOD	MIM:602715|HGNC:HGNC:6647|Ensembl:ENSG00000163431|AllianceGenome:HGNC:6647	1	1q32.1	leiomodin 1	protein-coding	LMOD1	leiomodin 1	O	leiomodin-1|64 kDa autoantigen 1D|64 kDa autoantigen 1D3|64 kDa autoantigen D1|leimodin 1 (smooth muscle)|leiomodin 1 (smooth muscle)|leiomodin, muscle form|smooth muscle leiomodin|thyroid and eye muscle autoantigen D1 (64kD)|thyroid-associated ophthalmopathy autoantigen	20250503	-
LONRF2	9606	164832	-	RNF192	HGNC:HGNC:24788|Ensembl:ENSG00000170500|AllianceGenome:HGNC:24788	2	2q11.2	LON peptidase N-terminal domain and ring finger 2	protein-coding	LONRF2	LON peptidase N-terminal domain and ring finger 2	O	LON peptidase N-terminal domain and RING finger protein 2|RING finger protein 192|neuroblastoma apoptosis-related protease	20250503	-
LOXL4	9606	84171	-	LOXC	MIM:607318|HGNC:HGNC:17171|Ensembl:ENSG00000138131|AllianceGenome:HGNC:17171	10	10q24.2	lysyl oxidase like 4	protein-coding	LOXL4	lysyl oxidase like 4	O	lysyl oxidase homolog 4|lysyl oxidase related C|lysyl oxidase-like 4 pseudogene|lysyl oxidase-like protein 4|lysyl oxidase-related protein C	20250503	-
LPAR2	9606	9170	-	EDG-4|EDG4|LPA-2|LPA2	MIM:605110|HGNC:HGNC:3168|Ensembl:ENSG00000064547|AllianceGenome:HGNC:3168	19	19p13.11	lysophosphatidic acid receptor 2	protein-coding	LPAR2	lysophosphatidic acid receptor 2	O	lysophosphatidic acid receptor 2|G protein-coupled receptor|LPA receptor 2|LPA receptor EDG4|endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 4|lysophosphatidic acid receptor EDG4|lysophosphatidic acid receptor Edg-4	20250503	-
LPAR6	9606	10161	-	ARWH1|HYPT8|LAH3|LPA-6|P2RY5|P2Y5	MIM:609239|HGNC:HGNC:15520|Ensembl:ENSG00000139679|AllianceGenome:HGNC:15520	13	13q14.2	lysophosphatidic acid receptor 6	protein-coding	LPAR6	lysophosphatidic acid receptor 6	O	lysophosphatidic acid receptor 6|G-protein coupled purinergic receptor P2Y5|LPA receptor 6|P2Y purinoceptor 5|RB intron encoded G-protein coupled receptor|oleoyl-L-alpha-lysophosphatidic acid receptor|purinergic receptor 5|purinergic receptor P2Y G protein-coupled protein 5|purinergic receptor P2Y, G-protein coupled, 5	20250503	-
LPCAT1	9606	79888	-	AGPAT10|AGPAT9|AYTL2|LPCAT-1|LPLAT8|PFAAP3|lpcat|lysoPAFAT	MIM:610472|HGNC:HGNC:25718|Ensembl:ENSG00000153395|AllianceGenome:HGNC:25718	5	5p15.33	lysophosphatidylcholine acyltransferase 1	protein-coding	LPCAT1	lysophosphatidylcholine acyltransferase 1	O	lysophosphatidylcholine acyltransferase 1|1-acylglycerol-3-phosphate O-acyltransferase|1-acylglycerophosphocholine O-acyltransferase|1-alkenylglycerophosphocholine O-acyltransferase|1-alkylglycerophosphocholine O-acetyltransferase|LPC acyltransferase 1|acetyl-CoA:lyso-PAF acetyltransferase|acetyl-CoA:lyso-platelet-activating factor acetyltransferase|acyltransferase-like 2|lyso-PAF acetyltransferase|lysoPC acyltransferase 1|lysophospholipid acyltransferase 8|phosphonoformate immuno-associated protein 3	20250503	-
LPP	9606	4026	-	-	MIM:600700|HGNC:HGNC:6679|Ensembl:ENSG00000145012|AllianceGenome:HGNC:6679	3	3q27.3-q28	LIM domain containing preferred translocation partner in lipoma	protein-coding	LPP	LIM domain containing preferred translocation partner in lipoma	O	lipoma-preferred partner|LIM protein|lipoma preferred partner	20250503	-
LRATD1	9606	151354	-	FAM84A|NSE1|PP11517	MIM:611234|HGNC:HGNC:20743|Ensembl:ENSG00000162981|AllianceGenome:HGNC:20743	2	2p24.3	LRAT domain containing 1	protein-coding	LRATD1	LRAT domain containing 1	O	protein LRATD1|family with sequence similarity 84 member A|neurologic sensory protein 1|neurological/sensory 1|protein FAM84A	20250503	-
LRCH1	9606	23143	-	CHDC1|NP81	MIM:610368|HGNC:HGNC:20309|Ensembl:ENSG00000136141|AllianceGenome:HGNC:20309	13	13q14.13-q14.2	leucine rich repeats and calponin homology domain containing 1	protein-coding	LRCH1	leucine rich repeats and calponin homology domain containing 1	O	leucine-rich repeat and calponin homology domain-containing protein 1|leucine-rich repeats and calponin homology (CH) domain containing 1|neuronal protein 81	20250503	-
LRCH2	9606	57631	-	dA204F4.4	HGNC:HGNC:29292|Ensembl:ENSG00000130224|AllianceGenome:HGNC:29292	X	Xq23	leucine rich repeats and calponin homology domain containing 2	protein-coding	LRCH2	leucine rich repeats and calponin homology domain containing 2	O	leucine-rich repeat and calponin homology domain-containing protein 2|leucine-rich repeats and calponin homology (CH) domain containing 2	20250304	-
LRP1	9606	4035	-	A2MR|APOER|APR|CD91|DDH3|IGFBP-3R|IGFBP3R|IGFBP3R1|KPA|LRP|LRP1A|TGFBR5	MIM:107770|HGNC:HGNC:6692|Ensembl:ENSG00000123384|AllianceGenome:HGNC:6692	12	12q13.3	LDL receptor related protein 1	protein-coding	LRP1	LDL receptor related protein 1	O	prolow-density lipoprotein receptor-related protein 1|TbetaR-V/LRP-1/IGFBP-3 receptor|alpha-2-macroglobulin receptor|apolipoprotein E receptor|low density lipoprotein receptor-related protein 1|type V tgf-beta receptor	20250503	-
LRP4	9606	4038	-	CLSS|CMS17|LRP-4|LRP10|MEGF7|SOST2	MIM:604270|HGNC:HGNC:6696|Ensembl:ENSG00000134569|AllianceGenome:HGNC:6696	11	11p11.2	LDL receptor related protein 4	protein-coding	LRP4	LDL receptor related protein 4	O	low-density lipoprotein receptor-related protein 4|multiple EGF like domains 7|multiple epidermal growth factor-like domains 7	20250503	-
LRRC2	9606	79442	-	-	MIM:607180|HGNC:HGNC:14676|Ensembl:ENSG00000163827|AllianceGenome:HGNC:14676	3	3p21.31	leucine rich repeat containing 2	protein-coding	LRRC2	leucine rich repeat containing 2	O	leucine-rich repeat-containing protein 2	20250503	-
LRRC32	9606	2615	-	CPPRDD|D11S833E|GARP	MIM:137207|HGNC:HGNC:4161|Ensembl:ENSG00000137507|AllianceGenome:HGNC:4161	11	11q13.5	leucine rich repeat containing 32	protein-coding	LRRC32	leucine rich repeat containing 32	O	transforming growth factor beta activator LRRC32|garpin|glycoprotein A repetitions predominant|leucine-rich repeat-containing protein 32	20250503	-
LRRC45	9606	201255	-	-	HGNC:HGNC:28302|Ensembl:ENSG00000169683|AllianceGenome:HGNC:28302	17	17q25.3	leucine rich repeat containing 45	protein-coding	LRRC45	leucine rich repeat containing 45	O	leucine-rich repeat-containing protein 45	20250503	-
LRRC4B	9606	94030	-	HSM|LRIG4|NGL-3	HGNC:HGNC:25042|Ensembl:ENSG00000131409|AllianceGenome:HGNC:25042	19	19q13.33	leucine rich repeat containing 4B	protein-coding	LRRC4B	leucine rich repeat containing 4B	O	leucine-rich repeat-containing protein 4B|leucine-rich repeats and immunoglobulin-like domains 4|netrin-G ligand-3|netrin-G3 ligand	20250503	-
LRRC59	9606	55379	-	PRO1855|p34	MIM:614854|HGNC:HGNC:28817|Ensembl:ENSG00000108829|AllianceGenome:HGNC:28817	17	17q21.33	leucine rich repeat containing 59	protein-coding	LRRC59	leucine rich repeat containing 59	O	leucine-rich repeat-containing protein 59|ribosome-binding protein p34	20250511	-
LRRK2	9606	120892	-	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MIM:609007|HGNC:HGNC:18618|Ensembl:ENSG00000188906|AllianceGenome:HGNC:18618	12	12q12	leucine rich repeat kinase 2	protein-coding	LRRK2	leucine rich repeat kinase 2	O	leucine-rich repeat serine/threonine-protein kinase 2|augmented in rheumatoid arthritis 17	20250510	-
LRRN4CL	9606	221091	-	-	HGNC:HGNC:33724|Ensembl:ENSG00000177363|AllianceGenome:HGNC:33724	11	11q12.3	LRRN4 C-terminal like	protein-coding	LRRN4CL	LRRN4 C-terminal like	O	LRRN4 C-terminal-like protein	20250503	-
LRRTM1	9606	347730	-	-	MIM:610867|HGNC:HGNC:19408|Ensembl:ENSG00000162951|AllianceGenome:HGNC:19408	2	2p12	leucine rich repeat transmembrane neuronal 1	protein-coding	LRRTM1	leucine rich repeat transmembrane neuronal 1	O	leucine-rich repeat transmembrane neuronal protein 1|leucine-rich repeat transmembrane neuronal 1 protein	20250503	-
LSM4	9606	25804	-	GRP|YER112W	MIM:607284|HGNC:HGNC:17259|Ensembl:ENSG00000130520|AllianceGenome:HGNC:17259	19	19p13.11	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	O	U6 snRNA-associated Sm-like protein LSm4|LSM4 U6 small nuclear RNA and mRNA degradation associated|LSM4 homolog, U6 small nuclear RNA associated|glycine-rich protein	20250503	-
LSR	9606	51599	-	ILDR3|LISCH7	MIM:616582|HGNC:HGNC:29572|Ensembl:ENSG00000105699|AllianceGenome:HGNC:29572	19	19q13.12	lipolysis stimulated lipoprotein receptor	protein-coding	LSR	lipolysis stimulated lipoprotein receptor	O	lipolysis-stimulated lipoprotein receptor|LISCH protein|angulin-1|immunoglobulin-like domain containing receptor 3|lipolysis-stimulated remnant|liver-specific bHLH-Zip transcription factor	20250503	-
LTBP2	9606	4053	-	C14orf141|GLC3D|LTBP3|MSPKA|MSTP031|WMS3	MIM:602091|HGNC:HGNC:6715|Ensembl:ENSG00000119681|AllianceGenome:HGNC:6715	14	14q24.3	latent transforming growth factor beta binding protein 2	protein-coding	LTBP2	latent transforming growth factor beta binding protein 2	O	latent-transforming growth factor beta-binding protein 2|LTBP-2	20250503	-
LTBP4	9606	8425	-	ARCL1C|LTBP-4|LTBP4L|LTBP4S	MIM:604710|HGNC:HGNC:6717|Ensembl:ENSG00000090006|AllianceGenome:HGNC:6717	19	19q13.2	latent transforming growth factor beta binding protein 4	protein-coding	LTBP4	latent transforming growth factor beta binding protein 4	O	latent-transforming growth factor beta-binding protein 4|latent transforming growth factor-beta binding protein 4L	20250503	-
LTC4S	9606	4056	-	-	MIM:246530|HGNC:HGNC:6719|Ensembl:ENSG00000213316|AllianceGenome:HGNC:6719	5	5q35.3	leukotriene C4 synthase	protein-coding	LTC4S	leukotriene C4 synthase	O	leukotriene C4 synthase|LTC4 synthase|glutathione S-transferase LTC4	20250503	-
LY96	9606	23643	-	ESOP-1|MD-2|MD2|ly-96	MIM:605243|HGNC:HGNC:17156|Ensembl:ENSG00000154589|AllianceGenome:HGNC:17156	8	8q21.11	lymphocyte antigen 96	protein-coding	LY96	lymphocyte antigen 96	O	lymphocyte antigen 96|myeloid differentiation protein-2|protein MD-2	20250503	-
LYNX1	9606	66004	-	-	MIM:606110|HGNC:HGNC:29604|Ensembl:ENSG00000180155|AllianceGenome:HGNC:29604	8	8q24.3	Ly6/neurotoxin 1	protein-coding	LYNX1	Ly6/neurotoxin 1	O	ly-6/neurotoxin-like protein 1|Ly-6 neurotoxin-like protein 1|endogenous prototoxin LYNX1|testicular tissue protein Li 112	20250503	-
LYPLAL1	9606	127018	-	Q96AV0	MIM:616548|HGNC:HGNC:20440|Ensembl:ENSG00000143353|AllianceGenome:HGNC:20440	1	1q41	lysophospholipase like 1	protein-coding	LYPLAL1	lysophospholipase like 1	O	lysophospholipase-like protein 1	20250503	-
LYSMD2	9606	256586	-	-	HGNC:HGNC:28571|Ensembl:ENSG00000140280|AllianceGenome:HGNC:28571	15	15q21.2	LysM domain containing 2	protein-coding	LYSMD2	LysM domain containing 2	O	lysM and putative peptidoglycan-binding domain-containing protein 2|LysM, putative peptidoglycan-binding, domain containing 2	20250304	-
LYVE1	9606	10894	-	CRSBP-1|HAR|LYVE-1|XLKD1	MIM:605702|HGNC:HGNC:14687|Ensembl:ENSG00000133800|AllianceGenome:HGNC:14687	11	11p15.4	lymphatic vessel endothelial hyaluronan receptor 1	protein-coding	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	O	lymphatic vessel endothelial hyaluronic acid receptor 1|cell surface retention sequence binding protein-1|extracellular link domain-containing 1|extracellular link domain-containing protein 1|hyaluronic acid receptor	20250503	-
MAB21L4	9606	79919	-	C2orf54	HGNC:HGNC:26216|Ensembl:ENSG00000172478|AllianceGenome:HGNC:26216	2	2q37.3	mab-21 like 4	protein-coding	MAB21L4	mab-21 like 4	O	protein mab-21-like 4|uncharacterized protein C2orf54	20250304	-
MACROH2A1	9606	9555	-	H2A.y|H2A/y|H2AF12M|H2AFY|MACROH2A1.1|mH2A1|macroH2A1.2	MIM:610054|HGNC:HGNC:4740|Ensembl:ENSG00000113648|AllianceGenome:HGNC:4740	5	5q31.1	macroH2A.1 histone	protein-coding	MACROH2A1	macroH2A.1 histone	O	core histone macro-H2A.1|H2A histone family member Y|histone H2A.y|histone macroH2A1|histone macroH2A1.1|histone macroH2A1.2|medulloblastoma antigen MU-MB-50.205	20250503	-
MAD2L1	9606	4085	-	HSMAD2|MAD2	MIM:601467|HGNC:HGNC:6763|Ensembl:ENSG00000164109|AllianceGenome:HGNC:6763	4	4q27	mitotic arrest deficient 2 like 1	protein-coding	MAD2L1	mitotic arrest deficient 2 like 1	O	mitotic spindle assembly checkpoint protein MAD2A|MAD2 (mitotic arrest deficient, yeast, homolog)-like 1|MAD2 mitotic arrest deficient-like 1|MAD2-like protein 1|mitotic arrest deficient 2-like protein 1|mitotic arrest deficient, yeast, homolog-like 1	20250503	-
MAD2L2	9606	10459	-	FANCV|MAD2B|POLZ2|REV7	MIM:604094|HGNC:HGNC:6764|Ensembl:ENSG00000116670|AllianceGenome:HGNC:6764	1	1p36.22	mitotic arrest deficient 2 like 2	protein-coding	MAD2L2	mitotic arrest deficient 2 like 2	O	mitotic spindle assembly checkpoint protein MAD2B|MAD2 (mitotic arrest deficient, yeast, homolog)-like 2|MAD2 mitotic arrest deficient-like 2|MAD2-like protein 2|REV7 homolog|hREV7|mitotic arrest deficient 2-like protein 2|mitotic arrest deficient homolog-like 2|polymerase (DNA-directed), zeta 2, accessory subunit	20250503	-
MAF	9606	4094	-	AYGRP|CCA4|CTRCT21|c-MAF	MIM:177075|HGNC:HGNC:6776|Ensembl:ENSG00000178573|AllianceGenome:HGNC:6776	16	16q23.2	MAF bZIP transcription factor	protein-coding	MAF	MAF bZIP transcription factor	O	transcription factor Maf|Avian musculoaponeurotic fibrosarcoma (MAF) protooncogene|T lymphocyte c-maf long form|c-maf proto-oncogene|proto-oncogene c-Maf|v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog	20250503	-
MAG	9606	4099	-	GMA|S-MAG|SIGLEC-4A|SIGLEC4|SIGLEC4A|SPG75	MIM:159460|HGNC:HGNC:6783|Ensembl:ENSG00000105695|AllianceGenome:HGNC:6783	19	19q13.12	myelin associated glycoprotein	protein-coding	MAG	myelin associated glycoprotein	O	myelin-associated glycoprotein|sialic acid binding Ig-like lectin 4A|sialic acid-binding immunoglobulin-like lectin 4A	20250503	-
MAGEE1	9606	57692	-	DAMAGE|HCA1	MIM:300759|HGNC:HGNC:24934|Ensembl:ENSG00000198934|AllianceGenome:HGNC:24934	X	Xq13.3	MAGE family member E1	protein-coding	MAGEE1	MAGE family member E1	O	melanoma-associated antigen E1|MAGE-E1 antigen|alpha-dystrobrevin-associated MAGE Protein|dystrobrevin-associated MAGE protein|hepatocellular carcinoma-associated HCA1|hepatocellular carcinoma-associated protein 1|melanoma antigen family E, 1|melanoma antigen family E1	20250503	-
MAGEH1	9606	28986	-	APR-1|APR1|MAGEH	MIM:300548|HGNC:HGNC:24092|Ensembl:ENSG00000187601|AllianceGenome:HGNC:24092	X	Xp11.21	MAGE family member H1	protein-coding	MAGEH1	MAGE family member H1	O	melanoma-associated antigen H1|apoptosis-related protein 1|melanoma antigen family H, 1|melanoma antigen family H1|restin	20250503	-
MAGI2-AS3	9606	100505881	-	-	HGNC:HGNC:40862|Ensembl:ENSG00000234456|AllianceGenome:HGNC:40862	7	7q21.11	MAGI2 antisense RNA 3	ncRNA	MAGI2-AS3	MAGI2 antisense RNA 3	O	MAGI2 antisense RNA 3 (non-protein coding)	20250304	-
MAL2	9606	114569	-	-	MIM:609684|HGNC:HGNC:13634|Ensembl:ENSG00000147676|AllianceGenome:HGNC:13634	8	8q24.12	mal, T cell differentiation protein 2	protein-coding	MAL2	mal, T cell differentiation protein 2	O	protein MAL2|MAL proteolipid protein 2|MAL2 proteolipid protein|myelin and lymphocyte protein 2	20250503	-
MAMDC2	9606	256691	-	-	MIM:612879|HGNC:HGNC:23673|Ensembl:ENSG00000165072|AllianceGenome:HGNC:23673	9	9q21.12	MAM domain containing 2	protein-coding	MAMDC2	MAM domain containing 2	O	MAM domain-containing protein 2|MAM domain-containing proteoglycan|mamcan	20250503	-
MAMLD1	9606	10046	-	CG1|CXorf6|F18|HYSP2	MIM:300120|HGNC:HGNC:2568|Ensembl:ENSG00000013619|AllianceGenome:HGNC:2568	X	Xq28	mastermind like domain containing 1	protein-coding	MAMLD1	mastermind like domain containing 1	O	mastermind-like domain-containing protein 1	20250503	-
MAMSTR	9606	284358	-	MASTR	MIM:610349|HGNC:HGNC:26689|Ensembl:ENSG00000176909|AllianceGenome:HGNC:26689	19	19q13.33	MEF2 activating motif and SAP domain containing transcriptional regulator	protein-coding	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	O	MEF2-activating motif and SAP domain-containing transcriptional regulator|MEF2-activating SAP transcriptional regulatory protein|likely ortholog of MEF2-activating SAP transcriptional regulator	20250503	-
MAN1A1	9606	4121	-	HUMM3|HUMM9|MAN9	MIM:604344|HGNC:HGNC:6821|Ensembl:ENSG00000111885|AllianceGenome:HGNC:6821	6	6q22.31	mannosidase alpha class 1A member 1	protein-coding	MAN1A1	mannosidase alpha class 1A member 1	O	mannosyl-oligosaccharide 1,2-alpha-mannosidase IA|Man9-mannosidase|alpha-1,2-mannosidase IA|man(9)-alpha-mannosidase|processing alpha-1,2-mannosidase IA	20250503	-
MAN1C1	9606	57134	-	HMIC|MAN1A3|MAN1C|pp6318	MIM:616772|HGNC:HGNC:19080|Ensembl:ENSG00000117643|AllianceGenome:HGNC:19080	1	1p36.11	mannosidase alpha class 1C member 1	protein-coding	MAN1C1	mannosidase alpha class 1C member 1	O	mannosyl-oligosaccharide 1,2-alpha-mannosidase IC|1,2-alpha-mannosidase IC|processing alpha-1,2-mannosidase IC	20250503	-
MANF	9606	7873	-	ARMET|ARP|DDDS	MIM:601916|HGNC:HGNC:15461|Ensembl:ENSG00000145050|AllianceGenome:HGNC:15461	3	3p21.2	mesencephalic astrocyte derived neurotrophic factor	protein-coding	MANF	mesencephalic astrocyte derived neurotrophic factor	O	mesencephalic astrocyte-derived neurotrophic factor|arginine-rich, mutated in early stage tumors	20250503	-
MAOA	9606	4128	-	BRNRS|MAO-A	MIM:309850|HGNC:HGNC:6833|Ensembl:ENSG00000189221|AllianceGenome:HGNC:6833	X	Xp11.3	monoamine oxidase A	protein-coding	MAOA	monoamine oxidase A	O	amine oxidase [flavin-containing] A|monoamine oxidase type A	20250503	-
MAOB	9606	4129	-	-	MIM:309860|HGNC:HGNC:6834|Ensembl:ENSG00000069535|AllianceGenome:HGNC:6834	X	Xp11.3	monoamine oxidase B	protein-coding	MAOB	monoamine oxidase B	O	amine oxidase [flavin-containing] B|MAO, brain|MAO, platelet|MAO-B|adrenalin oxidase|monoamine oxidase type B|tyramine oxidase	20250503	-
MAP1A	9606	4130	-	MAP1L|MTAP1A	MIM:600178|HGNC:HGNC:6835|Ensembl:ENSG00000166963|AllianceGenome:HGNC:6835	15	15q15.3	microtubule associated protein 1A	protein-coding	MAP1A	microtubule associated protein 1A	O	microtubule-associated protein 1A|MAP-1A|proliferation-related protein p80	20250511	-
MAP2K6	9606	5608	-	CRCMSL|MAPKK6|MEK6|MKK6|PRKMK6|SAPKK-3|SAPKK3	MIM:601254|HGNC:HGNC:6846|Ensembl:ENSG00000108984|AllianceGenome:HGNC:6846	17	17q24.3	mitogen-activated protein kinase kinase 6	protein-coding	MAP2K6	mitogen-activated protein kinase kinase 6	O	dual specificity mitogen-activated protein kinase kinase 6|Colorectal Cancer Metastasis-Suppressed LncRNA|MAPK/ERK kinase 6|MAPKK 6|MEK 6|SAPK kinase 3|protein kinase, mitogen-activated, kinase 6 (MAP kinase kinase 6)|stress-activated protein kinase kinase 3	20250503	-
MAP3K20	9606	51776	-	AZK|CNM6|MLK7|MLT|MLTK|MLTKalpha|MLTKbeta|MRK|SFMMP|ZAK|mlklak|pk	MIM:609479|HGNC:HGNC:17797|Ensembl:ENSG00000091436|AllianceGenome:HGNC:17797	2	2q31.1	mitogen-activated protein kinase kinase kinase 20	protein-coding	MAP3K20	mitogen-activated protein kinase kinase kinase 20	O	mitogen-activated protein kinase kinase kinase 20|HCCS-4|MLK-like mitogen-activated protein triple kinase|ZAK1 homolog, leucine zipper and sterile-alpha motif kinase|human cervical cancer suppressor gene 4 protein|mitogen-activated protein kinase kinase kinase MLT|mixed lineage kinase 7|mixed lineage kinase with a leucine zipper and a sterile alpha motif|mixed lineage kinase-related kinase MRK-beta|sterile alpha motif and leucine zipper containing kinase AZK	20250503	-
MAP3K3	9606	4215	-	CCM5|MAPKKK3|MEKK3	MIM:602539|HGNC:HGNC:6855|Ensembl:ENSG00000198909|AllianceGenome:HGNC:6855	17	17q23.3	mitogen-activated protein kinase kinase kinase 3	protein-coding	MAP3K3	mitogen-activated protein kinase kinase kinase 3	O	mitogen-activated protein kinase kinase kinase 3|MAP/ERK kinase kinase 3|MAPK/ERK kinase kinase 3|MEK kinase 3|MEKK 3	20250503	-
MAP3K5	9606	4217	-	ASK1|MAPKKK5|MEKK5	MIM:602448|HGNC:HGNC:6857|Ensembl:ENSG00000197442|AllianceGenome:HGNC:6857	6	6q23.3	mitogen-activated protein kinase kinase kinase 5	protein-coding	MAP3K5	mitogen-activated protein kinase kinase kinase 5	O	mitogen-activated protein kinase kinase kinase 5|ASK-1|MAP/ERK kinase kinase 5|MAPK/ERK kinase kinase 5|MEK kinase 5|MEKK 5|apoptosis signal-regulating kinase 1	20250503	-
